25028	Ледяное отступление	180100	icon_skills.freezingtheearth_tex	Задерживающее ледяное отступление	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
25029	Мистический дар	40100	new_icon_skills.240032	Ледяной мистический дар	icon_crest.e_crestnextskillattackup_tex	На 40% повышает урон умения "Осколок льда" на 5 секунд.
25030	Печать боли	170100	icon_skills.blastmine_tex	Весомая печать боли	icon_crest.e_crestnextskillmpdown_tex	На 80 MP снижает стоимость умения "Огненный столп" на несколько секунд.
25031	Ледяное отступление	180100	icon_skills.freezingtheearth_tex	Резкое ледяное отступление	icon_crest.e_crestactiveinvokeskill_tex	35% вероятность вызвать "Клятву силы".
25032	Кража маны	190100	icon_skills.manaextortion_tex	Резкая кража маны	icon_crest.e_crestactiveinvokeskill_tex	20% вероятность вызвать "Клятву силы".
25033	Заточение	250100	icon_skills.curseofshackle_tex	Стремительное заточение	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 15%.
25034	Огненное дыхание	220100	icon_skills.burningbreath_tex	Задерживающее огненное дыхание	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 20%.
25035	Дар скорости	240100	icon_skills.contractofquickness_tex	Быстрый дар скорости	icon_crest.e_crestpassiveskilleffectup_tex	+50% к скорости атаки.
25036	Нервное истощение	210100	icon_skills.neurasthenia_tex	Стремительное нервное истощение	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25037	Истощение разума	230100	icon_skills.mpsink_tex	Задерживающее истощение разума	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
25038	Ответный удар	140100	icon_skills.risingattack_tex	Стремительный ответный удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25039	Ответный удар	140100	icon_skills.risingattack_tex	Укрывающий ответный удар	icon_crest.e_crestactiveinvokeskill_tex	50% вероятность активировать "Магический барьер II".
25040	Кража маны	190100	icon_skills.manaextortion_tex	Стремительная кража маны	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25041	Магический барьер	100100	icon_skills.manashield_tex	Задерживающий магический барьер	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
25042	Кража маны	190100	icon_skills.manaextortion_tex	Полыхающая кража маны	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Огненная завеса" на несколько секунд.
25043	Печать молний	30100	icon_skills.shocktrap_tex	Полыхающая печать молний	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Огненный столп" на несколько секунд.
25044	Огненное дыхание	220100	icon_skills.burningbreath_tex	Лихое огненное дыхание	icon_crest.e_crestnextskillattackup_tex	На 35% повышает урон умения "Огненная завеса" на несколько секунд.
25045	Ледяное отступление	180100	icon_skills.freezingtheearth_tex	Полыхающее ледяное отступление	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 40% использование умения "Печать молний" на несколько секунд.
25046	Заточение	250100	icon_skills.curseofshackle_tex	Возрастающее заточение	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 100%.
25047	Заточение	250100	icon_skills.curseofshackle_tex	Полыхающее заточение	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 25% использование умения "Огненный взрыв" на несколько секунд.
25048	Сон разума	130100	icon_skills.sleepwind_tex	Ускоренный сон разума	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 30%.
25049	Сон разума	130100	icon_skills.sleepwind_tex	Неутомимый сон разума	icon_crest.e_crestactivecooltimereset_tex	25% вероятность сбросить время перезарядки.
25050	Осколок льда	20100	icon_skills.icicle_tex	Задерживающий осколок льда	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
25051	Осколок льда	20100	icon_skills.icicle_tex	Замедляющий осколок льда	icon_crest.e_crestpassiveskilleffectup_tex	Снижает скорость перемещения противника еще на 20%.
25052	Осколок льда	20100	icon_skills.icicle_tex	Полыхающий осколок льда	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 40% использование умения "Сон разума" на несколько секунд.
25053	Проклятие разложения	160100	icon_skills.disease_tex	Расцветающее проклятие разложения	icon_crest.e_crestpassiveskilleffectup_tex	Повышает периодический урон на 20%.
25054	Проклятие разложения	160100	icon_skills.disease_tex	Замедляющее проклятие разложения	icon_crest.e_crestactivespeeddown_tex	100% вероятность на 7 секунд понизить скорость перемещения противника на 50%.
25055	Огненный взрыв	60100	icon_skills.hellfire_tex	Огненный взрыв охотника	icon_crest.e_crestpassivecriticalup_tex	Увеличивает вероятность критического удара в 2 раза в бою против монстров.
25056	Огненная завеса	200100	icon_skills.trackinginferno_tex	Возрастающая огненная завеса	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 0%.
25057	Мистический шар	40200	new_icon_skills.240032	Тест	icon_skills.voidtrap_tex	Нет эффекта
25058	Магмовая бомба	110100	icon_skills.howitzer_tex	Неутомимая магмовая бомба	icon_crest.e_crestactivecooltimereset_tex	30% вероятность сбросить время перезарядки.
25059	Огненный столп	80100	icon_skills.auraburn_tex	Полыхающий огненный столп	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 40% использование умения "Печать молний" на несколько секунд.
25060	Сон разума	130100	icon_skills.sleepwind_tex	Разделенный сон разума	icon_crest.e_crestpassivethorns_tex	На 30% повышает вероятность наложить негативный эффект при поражении нескольких целей.
25061	Огненный взрыв	60100	icon_skills.hellfire_tex	Стремительный огненный взрыв	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 10%.
25062	Ледяное отступление	180100	icon_skills.freezingtheearth_tex	Полыхающее ледяное отступление	icon_crest.e_crestnextskillattackspeedup_tex	На 30% ускоряет зарядку умения "Мистический дар" на несколько секунд.
25063	Телепортация	260100	icon_skills.shortteleport_tex	Стремительная телепортация	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 15%.
25064	Огненный столп	80100	icon_skills.auraburn_tex	Стремительный огненный столп	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25065	Ледяная буря	270100	icon_skills.icestorm_tex	Стремительная ледяная буря	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25066	Ледяная буря	270100	icon_skills.icestorm_tex	Блистательная ледяная буря	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 600 MP.
25068	Дар скорости	240100	icon_skills.contractofquickness_tex	Быстрый дар скорости	icon_crest.e_crestpassiveskilleffectup_tex	+50% к скорости атаки.
25069	Огненный взрыв	60100	icon_skills.hellfire_tex	Ускоренный огненный взрыв	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 25%.
25070	Огненный взрыв	60100	icon_skills.hellfire_tex	Стремительный огненный взрыв	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25071	Печать молний	30100	icon_skills.shocktrap_tex	Лихая печать молний	icon_crest.e_crestnextskillattackup_tex	На 20% повышает урон умения "Огненный взрыв" на несколько секунд.
25072	Разрушающий луч	120100	icon_skills.lightofruin_tex	Блистательный разрушающий луч	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 500 MP.
25073	Сон разума	130100	icon_skills.sleepwind_tex	Разделенный сон разума	icon_crest.e_crestpassivethorns_tex	На 30% повышает вероятность наложить негативный эффект при поражении нескольких целей.
25074	Нервное истощение	210100	icon_skills.neurasthenia_tex	Стремительное нервное истощение	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
25075	Печать молний	30100	icon_skills.shocktrap_tex	Блистательная печать молний	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 100 MP.
25076	Заточение	250100	icon_skills.curseofshackle_tex	Возрастающее заточение	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 100%.
25077	Огненный столп	80100	icon_skills.auraburn_tex	Укрывающий огненный столп	icon_crest.e_crestpassivehpattackup_tex	8% вероятность активировать "Магический барьер I".
25078	Проклятие разложения	160100	icon_skills.disease_tex	Стремительное проклятие разложения	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
25079	Огненное дыхание	220100	icon_skills.burningbreath_tex	Мешающее огненное дыхание	icon_crest.e_crestpassivetargethealdown_tex	Снижает эффективность лечения противника на 50%.
25080	Магический барьер	100100	icon_skills.manashield_tex	Парирующий магический барьер	icon_crest.e_crestpassivemaxabsorbup_tex	Увеличивает поглощение урона на 30%.
25081	Мистический дар	40100	new_icon_skills.240032	Режущий мистический дар	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность нанесения критического удара на 5 секунд.
25082	Мистический дар	40100	new_icon_skills.240032	Искусный мистический дар	icon_crest.e_crestpassivechargemove_tex	Можно перемещаться во время зарядки.
25083	Каменная кожа	280100	icon_skills.stoneshape_tex	Стремительная каменная кожа	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25084	Каменная кожа	280100	icon_skills.stoneshape_tex	Стремительная каменная кожа	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
25085	Магический барьер	100100	icon_skills.manashield_tex	Задерживающий магический барьер	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
25086	Огненный взрыв	60100	icon_skills.hellfire_tex	Блистательный огненный взрыв	icon_crest.e_crestactivempzero_tex	Снижает стоимость на 500 MP.
25087	Отступление	70100	icon_skills.backstep_tex	Проворное отступление	icon_crest.e_crestpassiveskilleffectup_tex	На 2 секунды увеличивает скорость перемещения на 20%.
25088	Проклятие разложения	160100	icon_skills.disease_tex	Лихое проклятие разложения	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Огненная завеса" на несколько секунд.
25089	Новая звезда	300100	icon_skills.manaburst_tex	Режущая новая звезда	icon_crest.e_crestpassivecriticalup_tex	Удваивает вероятность нанесения критического удара на 4 секунды.
25090	Новая звезда	300100	icon_skills.manaburst_tex	Несокрушимая новая звезда	icon_crest.e_crestactivedefenceup_tex	+ 20% к выносливости на 15 секунд.
25091	Новая звезда	300100	icon_skills.manaburst_tex	Стремительная новая звезда	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
25092	Новая звезда	300100	icon_skills.manaburst_tex	Быстрая новая звезда	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 30%.
25093	Искривляющий барьер	310100	icon_skills.distortionfield_tex	Стремительный искривляющий барьер	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
25094	Искривляющий барьер	310100	icon_skills.distortionfield_tex	Стремительный искривляющий барьер	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
25095	Искривляющий барьер	310100	icon_skills.distortionfield_tex	Задерживающий искривляющий барьер	icon_crest.e_crestpassivedurationup_tex	+100% к продолжительности эффекта.
26000	Град стрел	20100	icon_skills.arrowshower_tex	Возрастающий град стрел	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 0%.
26001	Прицельный выстрел	30100	icon_skills.chargearrow_tex	Дальнобойный прицельный выстрел	icon_crest.e_crestpassiverangeup_tex	Увеличивает радиус действия на 3 метра.
26002	Проникающий выстрел	40100	icon_skills.througharrow_tex	Дальнобойный проникающий выстрел	icon_crest.e_crestpassiverangeup_tex	Увеличивает радиус действия на 3 метра.
26004	Проникающий выстрел	40100	icon_skills.througharrow_tex	Усиленный проникающий выстрел	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26005	Ядовитая ловушка	110100	icon_skills.venomtrap_tex	Тест	s_tex	Нет эффекта
26006	Замедляющая ловушка	90100	icon_skills.webtrap_tex	Задерживающая замедляющая ловушка	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
26007	Оглушающая ловушка	100100	icon_skills.paralysistrap_tex	Задерживающая оглушающая ловушка	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 25%.
26008	Стрела	10100	icon_skills.arrowshot_tex	Замедляющая стрела	icon_crest.e_crestactivespeeddown_tex	5% вероятность на 50% понизить скорость перемещения противника на 3 секунды.
26009	Стрела	10100	icon_skills.arrowshot_tex	Иссушающая стрела	icon_crest.e_crestactivestun_tex	5% вероятность оглушить противника.
26010	Стрела	10100	icon_skills.arrowshot_tex	Пронзающий выстрел	icon_crest.e_crestactivekill_tex	10% вероятность нанести двойной урон.
26011	Прицельный выстрел	30100	icon_skills.chargearrow_tex	Искусный прицельный выстрел	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
26012	Проникающий выстрел	40100	icon_skills.througharrow_tex	Искусный проникающий выстрел	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
26017	Беглый огонь	80100	icon_skills.rapidshot_tex	Неутомимый беглый огонь	icon_crest.e_crestactivecooltimereset_tex	10% вероятность сбросить время перезарядки.
26018	Отступление	60100	icon_skills.backstep_tex	Стремительное отступление	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 29%.
26019	Ложная смерть	70100	icon_skills.feigndeath_tex	Стремительная ложная смерть	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26020	Ответный удар	140100	icon_skills.risingattack_tex	Усиленный ответный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26021	Дождь стрел	50100	icon_skills.arrowfall_tex	Стремительный дождь стрел	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
26022	Бегство	160100	icon_skills.escapingattack_tex	Стремительное бегство	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
26023	Ловушка-бомба	150100	icon_skills.explosiontrap_tex	Усиленная ловушка-бомба	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26024	Замедляющая стрела	170100	icon_skills.spiderarrow_tex	Останавливающая замедляющая стрела	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
26025	Ответный удар	140100	icon_skills.risingattack_tex	Стремительный ответный удар	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26026	Ядовитая ловушка	110100	icon_skills.venomtrap_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
26027	Ядовитая стрела	190100	icon_skills.venomarrow_tex	Задерживающая ядовитая стрела	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
26028	Глаз стрелка	210100	icon_skills.focusstance_tex	Бдящий меткий стрелок	icon_crest.e_crestnextskillmpdown_tex	На 13 MP снижает стоимость умения "Замедляющая стрела" на несколько секунд.
26029	Опутывающая стрела	200100	icon_skills.contaningshot_tex	Задерживающая опутывающая стрела	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
26030	Клеймо Велики	0		Весомое клеймо Велики	icon_crest.e_crestnextskillmpdown_tex	На 31 MP снижает стоимость умения "Ядовитая стрела" на несколько секунд.
26031	Град стрел	20100	icon_skills.arrowshower_tex	Весомый град стрел	icon_crest.e_crestnextskillmpdown_tex	На 75 MP снижает стоимость умения "Ловушка-бомба" на несколько секунд.
26032	Бегство	160100	icon_skills.escapingattack_tex	Лихое бегство	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Проникающий выстрел" на несколько секунд.
26033	Замедляющая стрела	170100	icon_skills.spiderarrow_tex	Быстрая замедляющая стрела	icon_crest.e_crestactivespeedup_tex	20% вероятность на 12 секунд повысить скорость перемещения в бою на 10.
26034	Опутывающая стрела	200100	icon_skills.contaningshot_tex	Стремительная опутывающая стрела	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26035	Опутывающая стрела	200100	icon_skills.contaningshot_tex	Иссушающая опутывающая стрела	icon_crest.e_crestactivestun_tex	20% вероятность оглушить цель на 3 секунды.
26036	Дар Велики	120100	icon_skills.markingofarcher_tex	Стремительный Дар Велики	icon_crest.e_crestpassivedurationup_tex	Снижает время перезарядки на 15%.
26037	Клеймо Велики	0		Полыхающее клеймо Велики	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 60% использование умения "Грозовой разряд" на несколько секунд.
26038	Град стрел	20100	icon_skills.arrowshower_tex	Неутомимый град стрел	icon_crest.e_crestactivecooltimereset_tex	30% вероятность сбросить время перезарядки.
26039	Град стрел	20100	icon_skills.arrowshower_tex	Полыхающий град стрел	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 40% использование умения "Оглушающая ловушка" на несколько секунд.
26040	Удар ногой	180100	icon_skills.turningkick_tex	Сильный удар ногой	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 20%.
26041	Беглый огонь	80100	icon_skills.rapidshot_tex	Энергичный беглый огонь	icon_crest.e_crestpassivemprecoveryup_tex	+20% к количеству восстанавливаемых MP при поражении цели.
26042	Последний залп	220100	icon_skills.chainrapidshot_tex	Неутомимый последний залп	icon_crest.e_crestactivecooltimereset_tex	50% вероятность сбросить время перезарядки.
26043	Бегство	160100	icon_skills.escapingattack_tex	Проворное бегство	icon_crest.e_crestactivespeedup_tex	30% вероятность на 8 секунд повысить скорость перемещения в бою на 10.
26044	Бегство	160100	icon_skills.escapingattack_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
26045	Ложная смерть	70100	icon_skills.feigndeath_tex	Восстанавливающая ложная смерть	icon_crest.e_crestpassivehpheal_tex	В течение 15 секунд каждую секунду восстанавливает 2% от общего количества HP. Действует только вне боя.
26046	Ловушка-бомба	150100	icon_skills.explosiontrap_tex	Мощная ловушка-бомба	icon_crest.e_crestnextskillattackup_tex	На 25% повышает урон умения "Град стрел" на несколько секунд.
26047	Дождь стрел	50100	icon_skills.arrowfall_tex	Усиленный дождь стрел	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26048	Оглушающая ловушка	100100	icon_skills.paralysistrap_tex	Полыхающая оглушающая ловушка	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Проникающий выстрел" на несколько секунд.
26049	Град стрел	20100	icon_skills.arrowshower_tex	Полыхающий град стрел	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Проникающий выстрел" на несколько секунд.
26050	Ядовитая стрела	190100	icon_skills.venomarrow_tex	Полыхающая ядовитая стрела	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Прицельный выстрел" на несколько секунд.
26051	Последний залп	220100	icon_skills.chainrapidshot_tex	Полыхающий последний залп	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 30% использование умения "Проникающий выстрел" на несколько секунд.
26053	Проникающий выстрел	40100	icon_skills.througharrow_tex	Усиленный проникающий выстрел	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26054	Проникающий выстрел	40100	icon_skills.througharrow_tex	Искусный проникающий выстрел	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
26055	Прицельный выстрел	30100	icon_skills.chargearrow_tex	Искусный прицельный выстрел	icon_crest.e_crestpassivepenaltydelete_tex	Снимает ограничения замедленного перемещения.
26056	Отступление	60100	icon_skills.backstep_tex	Стремительное отступление	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 29%.
26057	Проникающий выстрел	40100	icon_skills.througharrow_tex	Дальнобойный проникающий выстрел	icon_crest.e_crestpassiverangeup_tex	Увеличивает радиус действия на 3 метра.
26058	Замедляющая ловушка	90100	icon_skills.webtrap_tex	Задерживающая замедляющая ловушка	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
26059	Град стрел	20100	icon_skills.arrowshower_tex	Полыхающий град стрел	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 40% использование умения "Проникающий выстрел" на несколько секунд.
26060	Град стрел	20100	icon_skills.arrowshower_tex	Полыхающий град стрел	icon_crest.e_crestnextskillattackspeedup_tex	Ускоряет на 50% использование умения "Оглушающая ловушка" на несколько секунд.
26061	Град стрел	20100	icon_skills.arrowshower_tex	Неутомимый град стрел	icon_crest.e_crestactivecooltimereset_tex	40% вероятность сбросить время перезарядки.
26062	Ложная смерть	70100	icon_skills.feigndeath_tex	Восстанавливающая ложная смерть	icon_crest.e_crestpassivehpheal_tex	В течение 8 секунд каждую секунду восстанавливает 5% от общего количества HP. Действует только вне боя.
26063	Прицельный выстрел	30100	icon_skills.chargearrow_tex	Живительный прицельный выстрел	icon_crest.e_crestpassiveoverchargehpdown_tex	Снижает расход HP на 40%.
26064	Прицельный выстрел	30100	icon_skills.chargearrow_tex	Сверхточный прицельный выстрел	icon_crest.e_crestpassivecriticalup_tex	Утраивает вероятность нанесения критического удара.
26065	Удар ногой	180100	icon_skills.turningkick_tex	Быстрый удар ногой	icon_crest.e_crestpassiveskilleffectup_tex	Повышает на 50 скорость перемещения в бою на 3 секунды.
26066	Удар ногой	180100	icon_skills.turningkick_tex	Останавливающий удар ногой	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
26067	Бегство	160100	icon_skills.escapingattack_tex	Замедляющее бегство	icon_crest.e_crestactivespeeddown_tex	100% вероятность на 6 секунд понизить скорость перемещения противника на 40%.
26068	Парализующая ловушка	230100	icon_skills.paralysistraparrow_tex	Стремительная парализующая ловушка	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26069	Опутывающая ловушка	240100	icon_skills.webtraparrow_tex	Стремительная опутывающая ловушка	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26070	Взрывная ловушка	250100	icon_skills.explosiontraparrow_tex	Усиленная взрывная ловушка	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
26071	Парализующая ловушка	230100	icon_skills.paralysistraparrow_tex	Стремительная парализующая ловушка	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 30%.
26072	Опутывающая ловушка	240100	icon_skills.webtraparrow_tex	Ослабляющая опутывающая ловушка	icon_crest.e_crestactivedefencedown_tex	-3,5% к выносливости цели на 5 секунд.
26073	Взрывная ловушка	250100	icon_skills.explosiontraparrow_tex	Усиленная взрывная ловушка	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 35%.
26074	Бегство	160100	icon_skills.escapingattack_tex	Стремительное бегство	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 25%.
26075	Опутывающая стрела	200100	icon_skills.contaningshot_tex	Стремительная опутывающая стрела	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
26076	Беглый огонь	80100	icon_skills.rapidshot_tex	Усиленный беглый огонь	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 50%.
26077	Дождь стрел	50100	icon_skills.arrowfall_tex	Быстрый дождь стрел	icon_crest.e_crestpassiveskillspeedup_tex	+40% к скорости атаки умения "Дождь стрел".
26084	Упорство	310100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд повышает равновесие на 150%.
26085	Упорство	310100	icon_skills.tenacity_tex	Достойное упорство	icon_crest.e_crestactivereactionresist_tex	На 15 секунд удваивает равновесие.
26086	Упорство	310100	icon_skills.tenacity_tex	Энергичное упорство	icon_crest.e_crestpassivepartympup_tex	50% вероятность восстановления 6% от общего количества MP каждую секунду.
26087	Упорство	310100	icon_skills.tenacity_tex	Стремительное упорство	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
26088	Упорство	310100	icon_skills.tenacity_tex	Стремительное упорство	icon_crest.e_crestpassivecooltimedown_tex	+ 20% к скорости перезарядки умения.
26089	Грозовой разряд	260100	icon_skills.thunderdrake_tex	Быстрый грозовой разряд	icon_crest.e_crestpassiveskillspeedup_tex	Повышает скорость использования на 30%.
26090	Грозовой разряд	260100	icon_skills.thunderdrake_tex	Мощный грозовой разряд	icon_crest.e_crestpassiveattackup_tex	Повышает наносимый умением урон на 20%.
26091	Грозовой разряд	260100	icon_skills.thunderdrake_tex	Мощный грозовой разряд	icon_crest.e_crestpassiveattackup_tex	Повышает наносимый умением урон на 20%.
27000	Милость титанов	50100	icon_skills.healshot_tex	Возрастающая милость титанов	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 100%.
27002	Обет перерождения	120100	icon_skills.autoresurrect_tex	Стремительный обет перерождения	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 40%.
27003	Прикосновение Аруна	90100	icon_skills.purifyshot_tex	Возрастающее очищение Аруна	icon_crest.e_crestpassivelockontargetup_tex	Повышает максимальное количество целей захвата на 100%.
27004	Гнев титанов	30100	icon_skills.rage_tex	Задерживающий гнев титанов	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 35%.
27005	Плеть Шары	60100	icon_skills.flashball_tex	Задерживающая плеть Шары	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 40%.
27006	Оковы древних	40100	icon_skills.slowball_tex	Задерживающие оковы древних	icon_crest.e_crestpassivedurationup_tex	Увеличивает продолжительность эффекта на 50%.
27007	Аура обновления	0		Тест	icon_skills.voidtrap_tex	Нет эффекта
27008	Аура упорства	160100	icon_skills.areampgain_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
27009	Аура безжалостности	130100	icon_skills.criticalupaura_tex	Блистательная аура безжалостности	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 300 MP.
27010	Аура скорости	140100	icon_skills.speedupaura_tex	Блистательная аура скорости	icon_crest.e_crestpassivempdown_tex	Снижает стоимость на 50 MP.
27011	Удар Шары	10100	icon_skills.elementalshot_tex	Усиленный удар Шары	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
27012	Взрыв метаморфозы	80100	icon_skills.punishingshield_tex	Усиленный взрыв метаморфозы	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
27013	Кольцо разрушения	20100	icon_skills.suckhp_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
27014	Кольцо разрушения	20100	icon_skills.suckhp_tex	Укрепленное кольцо разрушения	icon_crest.e_crestpassivereactionresist_tex	Увеличивает равновесие и сопротивляемость эффектам контроля до максимума.
27015	Кольцо разрушения	20100	icon_skills.suckhp_tex	Холодное кольцо разрушения	icon_crest.e_crestpassivedeffeceup_tex	Снижает урон на 50%.
27016	Телепортация	170100	icon_skills.shortteleport_tex	Стремительная телепортация	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 15%.
27017	Восстановление маны	70100	icon_skills.mpcharge_tex	Энергичное восстановление маны	icon_crest.e_crestpassivemprecoveryup_tex	+20% к количеству восстанавливаемых MP.
27019	Извлечение маны	0		Осколок символа прошлого	icon_skills.voidtrap_tex	Этот старинный расколотый символ больше не используется.
27020	Ответный удар	210100	icon_skills.risingattack_tex	Усиленный ответный удар	icon_crest.e_crestpassiveattackup_tex	Повышает урон умения на 25%.
27021	Удар метаморфозы	230100	icon_skills.rageofearth_tex	Стремительный удар метаморфозы	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
27022	Миньон-защитник	250100	icon_skills.summonspiritofaggro_tex	Стремительный миньон-защитник	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 10%.
27023	Миньон-разрушитель	340100	icon_skills.summonspiritofattack_tex	Тест	icon_skills.voidtrap_tex	Нет эффекта
27024	Миньон-целитель	270100	icon_skills.summonspiritofheal_tex	Стремительный миньон-целитель	icon_crest.e_crestpassivecooltimedown_tex	Снижает время перезарядки на 20%.
